geneID,symbol,entity,0_R1,0_R2,0_R3,1_R1,1_R2,1_R3,4_R2,4_R3,7_R1,7_R2,7_R3,20_R1,20_R2,20_R3
gene-b2527,hscB,host,62.81659582469317,52.57425326129014,52.35646803063164,46.523499853050296,56.73196708132701,52.587799526502664,16.165257648807682,14.527546026510072,4.758741977479794,5.119835309818238,4.840677849411251,3.1077774088998296,3.4475542707329407,3.1047460602016903
gene-b4833,kilS,host,0.0725484989223864,0.0657372447351826,0.1576173994691189,0.0502483012541579,0.0721698897346907,0.289130730399945,0.0570858685910343,0.0597127065086204,0.26561378023865,0.0386764708790766,0.196562859002377,0.2911636907168843,0.1675608794692179,0.126724328987824
gene-b4621,yjbS,host,0.453072488368237,0.2842169110609368,0.3785908124503347,0.6034722454543477,1.074765318696032,1.0648703698063335,0.0274236035388302,0.2581696428460944,0.2977304791563954,0.0185798732654387,0.0944272557952595,0.1958218547370418,0.026831644098012,0.1826321211883347
gene-b3720,bglH,host,0.6903099594433137,0.6095635420898755,0.7355478641892217,0.7522018430167885,0.8354211478379355,0.9287229521937628,0.3701932084388291,0.5030343154362573,0.1770758534924333,0.1289215695969222,0.2898805799428994,0.1023484488580563,0.1117072529794786,0.053761836540289
gene-b3219,yhcF,host,0.0099159733534084,0.0089850069512523,0.0215432428842031,0.0206039059535877,0.0295926744518815,0.0395185656613592,0.0078025315507968,0.0244847081081372,0.0121014181605707,0.0052863237742671,0.0268663321927935,0.0079592863850082,0.0076341079442042,0.0519622771581872
gene-b1082,flgK,host,96.97201286556805,117.4299910413403,128.2229049600952,135.0866895070586,123.61218326714916,137.04925592491637,36.50321837764631,47.90041445600825,16.36648349289645,13.687941816112932,14.3223861290041,7.966621128848475,8.73986947353129,7.168866207132369
gene-b1219,ychN,host,102.00687839160024,121.83859786214884,127.63002134978235,112.60587533315264,119.13617837237338,113.73945551987444,44.58148321734516,45.3765965476949,20.221162083140168,23.095097382046617,27.443654760563515,5.207059585283761,8.055860060206525,5.999000862084622
gene-b3710,mdtL,host,4.7821552206339755,5.286370097454273,6.081404662850173,5.489626912016756,4.925594974392644,6.111902384287727,1.2035603961276418,1.159421718042381,0.3025045830495736,0.4802328467485353,0.3985857974214867,0.2474891371093517,0.4887192317852191,0.3696126262144869
gene-b1336,abgT,host,12.138261817737282,14.517211653640356,18.481181994333905,11.81259573962678,9.19398077936437,12.253058663694503,1.3958560323850966,2.9929869880529103,0.8466475483616609,0.7868521573866376,1.080688095794339,0.6465473755617626,0.6344708612252903,0.5774380360820432
gene-b0091,murC,host,91.48749100489351,90.26569913285545,98.42437731483214,86.73966616671512,85.49951190280254,97.54009324789148,19.24312030758455,19.533903446383036,7.248232954236008,8.630879827377042,7.852304455494687,4.365167082425138,6.693731700386172,4.854846820423781
