geneID,symbol,entity,0_R1,0_R2,5_R1,5_R2,10_R1,10_R2,15_R1,15_R2
gene-PA4635a,gene-PA4635a,host,59.36178651585046,18.376971824355103,7.848873536308854,11.035810865255815,1.1329447586761496,1.7374552476516143,1.4665256944676106,1.7352636378993591
gene-PA0853,gene-PA0853,host,12.9712779495751,5.128107522180923,5.534462108935731,2.736998185414904,1.1184198258726092,2.205231660480895,0.3722719070571627,1.0278100009096205
gene-PA2691,gene-PA2691,host,10.995447636307548,4.36518733712849,2.4054259195852015,2.749013102822345,1.2400390393470295,0.3803384621724927,0.4494427003940537,0.3798587068038399
gene-PA4985,gene-PA4985,host,2.6809936187571637,0.8507459483802455,0.6325099553069407,1.1959992070720589,0.2738987328667615,0.4200441258058847,0.0709089346775548,0.2517085716513356
gene-PA1844,gene-PA1844,host,7.777425131605221,4.661721884887882,2.6736807917232746,4.96918380228649,2.3584742503193823,1.3809966871656705,1.4986946451849643,2.1674002599826836
gene-PA3256,gene-PA3256,host,91.38272623480071,41.05371898774205,29.69368231306378,24.307472981115616,3.2094219124283865,4.667854846027265,1.8493757044251984,1.9979857961607577
gene-PA2481,gene-PA2481,host,23.78760736191388,15.90778382930185,19.081005802423903,22.36354681716932,1.4795534291387158,2.827529909876873,1.502686602002428,0.5229561648463822
gene-PA0451a,gene-PA0451a,host,19.997575353024747,5.217598557734584,5.095334295702141,5.078094993961693,0.1362010092397557,1.3785710489563627,1.3751683561237265,0.1251665574878226
gene-PA1889,gene-PA1889,host,13.12609859972571,7.028452638583139,5.194295169557242,5.206972157618598,2.1277255223917932,1.2119809776301504,0.8656078489296628,1.2104521961932118
gene-PA2033,gene-PA2033,host,775.4384983289842,257.2079224794929,84.03907189679518,67.52856249039202,8.00664150685983,2.926723295054072,2.12960826919389,3.729385085808788
gene-PA0855,gene-PA0855,host,5.571642793860043,3.7443942590801136,2.0314731505740564,1.2804226805124397,0.293232761069121,0.6295720191490555,0.2277428137290877,0.4491270592210106
gene-PA2549,gene-PA2549,host,24.578493899072605,22.642011262191488,10.453135790118612,14.33824336754204,1.4324588902801891,1.318069498218466,0.8158602714049695,0.263281379543351
gene-PA2019,gene-PA2019,host,12.8690871645069,10.487056969062282,8.930976839971251,8.688316657923973,1.7579193232859147,1.6175402003325858,0.5851326700344319,0.2307856928994613
gene-PA1962,azoR2,host,0.8483468651645386,1.864470047791189,0.6804934691578121,0.8248270393600406,0.163709587460593,0.4519095422463312,0.1271470552838913,0.4513395077886018
gene-PA3047,gene-PA3047,host,17.450097816993846,10.459438890172224,5.309370777880483,7.371567439815206,0.7663805215922521,1.2180399052719073,0.4869972117477348,0.4481854930591217
gene-PA5193,yrfI,host,46.809958066780226,32.4450777718587,22.096247109823405,28.655819927833893,4.795372446119184,4.822895908917501,3.724384716688214,2.152192753582561
gene-PA5268,corA,host,31.774524838675475,21.781177614187815,8.026493304408811,9.728923213491363,1.9309721065306036,1.215687341476114,0.7103904281457784,0.2801893580461351
gene-PA3719,armR,host,7.441363551844502,4.460289457763097,7.67445412439088,4.341034159002287,0.6154267824907479,3.9639719724199782,0.4779787448635175,0.5655674079079392
gene-PA1806,fabI,host,36.039858491156664,16.427854511997488,33.06362566372913,23.54230018131316,5.372259356930513,4.483418353338601,1.6495657435515376,1.7222165428775595
gene-PA0799,gene-PA0799,host,19.106117174636896,8.861082799695447,12.413198387945489,14.071002719347776,1.3513437483004676,1.9802803184077435,0.8940506040971216,0.7819139765956149
gene-PA3672,gene-PA3672,host,24.0429213831859,15.528261906293976,3.737558826813741,3.1530888186445187,0.9710955074366996,0.893548413077973,0.4190073412764601,0.4957896108283883
gene-PA1643a,gene-PA1643a,host,63.83810160363153,25.21271996444904,28.18377118095271,34.93142511689772,8.308261563625097,6.0631196918049435,3.782624894695768,1.8429696568034577
gene-PA2888,atuC,host,5.644628276008207,2.8726486568683613,1.964888068953509,2.1745440128582887,0.4315980033051999,0.1701996977291377,0.2394327664436915,0.509955028280628
gene-PA0169,gene-PA0169,host,33.8104569129206,21.723661608451504,13.072587110191243,20.00764775220546,0.4224539778114456,1.9435940058475685,0.984312161032498,0.1294094916399522
gene-PA1869,gene-PA1869,host,38.03068300960529,109.67533184535333,12.087265245915637,94.18493755692464,4.569543859993803,36.31281467591874,12.5827904585321,6.489886005743604
gene-PA4831,gene-PA4831,host,8.288394238800063,5.335991818836525,1.2311958488327617,4.118842189060994,0.5331504746711292,0.4905755993369263,0.4140778431437958,0.4899567918774661
gene-PA2931,cifR,host,18.35788165581943,5.763767812714895,4.441054670967311,3.5697844353216786,0.5060869987994983,1.7074687103825,1.44121509872553,0.7751431478941301
gene-PA3194,edd,host,98.12545407069828,100.73788167308152,49.97846479036819,82.31773852813205,3.3287616116987255,3.565064166609946,2.0767352363035587,1.2537208549683383
gene-PA1244,gene-PA1244,host,170.703760877275,107.14755501919622,109.4619509321015,88.42001155441503,28.27724111128542,26.01915437535821,6.565918547862003,10.448113693457197
gene-PA2163,gene-PA2163,host,1.92746059048819,0.2511528996029273,0.6049934638205949,0.2444377941461142,0.0485153959919713,0.2232059296253168,0.0376800762374159,0.1337546278556002
gene-PA1424a,gene-PA1424a,host,14.863744033403686,7.065917737935928,5.344709122343649,5.68099623359228,2.077065390906274,0.8190860453214752,0.6913621131061591,0.2726842859556136
gene-PA2848,gene-PA2848,host,0.8441883021000065,0.101199844840003,0.6771577168580188,0.6894583664297751,0.8796982832073632,0.0899388598784365,0.3795713562151462,0.0898254118442021
gene-PA0060,gene-PA0060,host,61.08459970580047,28.6732893713342,18.30062137354748,21.895985483319233,9.79948799812191,5.0965353931114015,6.287258874743192,5.090106671171454
gene-PA3376,gene-PA3376,host,3.1657061328750244,0.1264998060500038,0.5078682876435141,0.3693526963016652,0.3665409513364013,0.1124235748480456,0.0948928390537865,0.1122817648052526
gene-PA0479,gene-PA0479,host,6.3380699022019416,2.496475667661905,2.46938271510369,1.5846046276664505,0.3145083241750825,0.4823219614931926,0.0814222467590849,0.2890281390570541
gene-PA1021,gene-PA1021,host,19.210269236763928,8.805183350252236,6.345021126464901,4.878169994199421,2.224259001285459,1.3242965982100492,1.1177928127910606,0.1202387402638926
gene-PA3626,gene-PA3626,host,103.03839916530752,53.64160314974319,36.604559278695824,39.79049047348727,7.0013440142908125,8.331976401097853,4.857660390214063,3.002591013893273
gene-PA5252,gene-PA5252,host,48.9602793048924,29.346371281459415,28.31981662803395,30.343566737170917,4.004608077615853,5.886139468100492,2.70630218922724,1.6728050093051727
gene-PA2159,gene-PA2159,host,3.716857848094993,1.7327743217209155,2.318899807369906,2.6501277394114684,0.7172599911043249,0.6599830005468003,0.1856895843354672,0.659150504180476
gene-PA4170,gene-PA4170,host,10.89030054027404,7.8551905287385,4.589866453815767,4.845527334118309,0.1068586696286186,0.098325441667744,0.4149654698172016,0.0982014148779058
gene-PA3161,himD,host,320.86264433923196,157.5521794930153,93.54755658994355,109.6290641598262,15.04232619940544,18.347527415201046,9.509261345179452,5.465167162731456
gene-PA4127,hpcG,host,1.9277732868850896,2.182593668564245,3.2645066051513445,2.3741476797102066,0.6200195196735148,0.3423046159552433,0.09630915008444,0.3418728361234558
gene-PA4536,gene-PA4536,host,66.2068745726965,24.54433570186207,15.041930083806124,14.511457045807646,2.437090058663362,4.688812561662489,1.5486511333577968,0.6108128005405745
gene-PA0027,gene-PA0027,host,66.77155586680051,42.26803775858216,19.85697920296941,30.52167673432378,2.866253406565302,1.6394449516302412,1.6244592307948915,1.2102351525862198
gene-PA3956,gene-PA3956,host,20.98244579840292,10.203736079729962,3.493199808343435,8.545208127770021,0.6875802673344907,1.0544555985747728,0.1780058773974479,0.2106251036346808
gene-PA4871,gene-PA4871,host,10.360867161383496,3.5247165471103505,2.47079986443804,2.7770518173965852,0.1621124207536604,0.7458344477724003,0.3777197886238528,0.1489787318391645
gene-PA2114,gene-PA2114,host,28.02545882160305,3.814088491847285,23.78356773455098,17.454818616419576,3.21357286894933,1.8030195966195992,0.4261225602792679,1.6566856618435393
gene-PA4898,opdK,host,2.334645160831597,2.057891581674703,3.1946292288134286,2.8040172797383196,0.2385146860370841,0.2194680312823091,0.1852453508801192,0.0730637321220782
gene-PA0066,gene-PA0066,host,21.883599521841052,18.8198164492514,4.833634089395361,7.585674528832727,1.28525593249449,4.561539965105232,1.85381811543751,0.8436640891444399
gene-PA4994,gene-PA4994,host,12.107713116967837,5.549668910580813,3.542055749718868,5.567480179819311,1.072033750145174,0.6829104496973094,0.1921403391262775,0.378916129367602
gene-PA1065,gene-PA1065,host,38.14876251262054,23.30158452708425,20.10901270568243,15.048395086450968,2.734364565243703,2.9030897808862415,1.1435187693570228,0.966475950222428
gene-PA3397,fpr,host,183.29642222739753,138.56173350255554,128.5396988092959,158.13048975666248,25.79089690021073,22.55069328380566,12.05835181057229,11.673835377126808
gene-PA4053,ribE,host,93.50845519864978,77.68838403252059,130.6105211358599,128.26527345278458,42.84763825265773,44.04175868009475,27.75884106962088,17.479234229305746
gene-PA3791,gene-PA3791,host,97.28996094591504,64.57075814271883,32.59151296981582,48.49233148673984,5.394975041314998,14.495340923264896,6.20130865089161,5.751159485609305
gene-PA2804,gene-PA2804,host,3.254911597787654,2.3056871865608946,1.661479758888747,2.2440397493516984,0.5139130864097998,0.4728744179175527,0.9313194100948948,0.4722779385622998
gene-PA1399,gene-PA1399,host,9.162330366766197,6.388446231267945,4.049711948375643,2.7270340226398737,0.9742586849853532,0.8964589942280641,0.7566699348653729,0.6963663849811109
gene-PA2108,gene-PA2108,host,4.176660905821352,2.1541354451560717,3.973575231918121,2.209866555199134,0.6185507763104979,0.6726391889385606,0.1310195544295936,0.3617334690172607
gene-PA2963,gene-PA2963,host,33.950841543884835,24.67541359613103,38.547686716226195,44.10845075681753,3.8930139898129026,5.678996580895562,1.5486511333577968,2.181474287644909
gene-PA0865,hpd,host,403.59746657605785,368.2034801617251,229.0760245062596,204.38891477281723,14.94558784071107,13.410436704779164,4.253743802053538,4.862615870225244
gene-PA3242,gene-PA3242,host,11.554321681138749,7.145420354517788,12.504701608432423,12.303889606300414,2.017341465928139,3.02861208664128,1.4018673731140865,1.073313227786952
gene-PA0119,gene-PA0119,host,5.7404804542800445,3.593718934540553,0.5116302749593921,1.8604432110009803,0.8123633528877872,0.203861415724456,0.1720723481508663,0.2036042668468581
gene-PA2226,gene-PA2226,host,5.1561201685150095,12.568172347195588,6.341764486023601,6.617384834338817,0.1990002769730562,1.2817633922795142,0.7727800066655672,0.1828780839941839
gene-PA2214,gene-PA2214,host,0.911187373695245,0.3901127805623701,0.7309003927991314,0.2278093727756302,0.0753583815294793,0.346703087966762,0.0585280095751245,0.0692531519887272
gene-PA0241,gene-PA0241,host,1.428626357400011,2.257535000276991,0.5208905514292452,0.2272939669548709,0.0751878874536207,0.3459186918401404,0.2919779663193432,0.2072894119481587
gene-PA3367,gene-PA3367,host,27.940391591628536,19.7921820439298,23.227108942846737,21.041118793444717,4.411466316969078,7.306537466230504,2.5125608358312337,1.351355753408351
gene-PA2365,gene-PA2365,host,26.17911415962877,7.751240863020014,7.337115481560511,6.439995730388008,0.547797465733523,1.5121588529011851,1.2763608241959865,0.8390285721711188
gene-PA4276.1,gene-PA4276.1,host,1098.9998764444033,1555.1486682715731,1205.091256848431,1658.9767948623216,484.0655553122623,626.4714952953515,363.7292464531141,264.0157960231299
gene-PA0646,gene-PA0646,host,83.2451439096451,69.8942062282437,44.7348522464494,49.89804099248784,21.30323477852589,27.617123412244688,10.368462003962456,9.832171860553409
gene-PA0866,aroP2,host,136.0481731342057,90.5663727711909,183.1160449215126,214.45049630062465,10.890321711305624,7.822589208031453,2.4555779070155337,3.1638295165420875
gene-PA4488,gene-PA4488,host,33.71227612240826,15.702535924810658,15.48844377831614,20.88432069949101,2.598219979897303,3.6139069151153578,1.642508777803724,1.6103246559706053
gene-PA0021,gene-PA0021,host,2.3720993612727455,2.748844270309725,1.3953552953437964,1.014787206000535,0.0915510916101939,0.0842402544315934,0.0711042760953993,0.4206699728240871
gene-PA1873,gene-PA1873,host,3.1985081710064764,2.724382919739672,1.7554469844647762,0.8838469213553046,0.6822032955469288,0.6277257668934864,0.2270749462401461,0.0895619942141604
gene-PA3765,gene-PA3765,host,10.30342645640008,7.587393495183819,3.069781649756352,2.919464731109231,0.5112776346846214,1.7249812099761666,0.1323633447314356,1.4095680012474796
gene-PA5467,gene-PA5467,host,9.013977572836431,5.9716272079142305,2.663860109292702,3.5978819121837144,1.922572923814072,0.7581622898843408,1.919815454575781,1.2620099184722613
gene-PA2027,gene-PA2027,host,3.9438415334748393,4.465153459352806,3.1635154405886072,4.34576811119313,0.7610621279656578,0.233429101974568,0.1970294062796179,0.2331346566948757
gene-PA3847,gene-PA3847,host,16.453606397617964,9.42383268510092,8.505445972254861,7.892071200806707,0.2116754538503209,2.9215807985988924,0.4932009978846486,0.5835791087967273
gene-PA1083,flgH,host,45.77538293283656,18.242144444866067,34.733520821596656,24.971638616625228,3.5811472257004726,4.086015444477244,1.2237904071074543,3.0277358647485375
gene-PA2932,morB,host,3.5684067688767844,1.0229389721665174,0.3733518222676644,0.8145724329247537,0.4490952196554106,0.4132325994414649,0.209277180183486,0.0825422703433208
gene-PA5335,gene-PA5335,host,29.300368985387728,8.960402928541937,16.14833055340581,15.930044994195896,5.192663477265686,3.2915124413844468,1.1650731906048235,1.5906583347410794
gene-PA4229,pchC,host,20.729512751566823,11.05969732894319,32.34234238136157,16.87687769979461,1.714403179795655,0.6067304039418335,0.7169681172952762,0.6059650799013635
gene-PA4452,gene-PA4452,host,244.66707955620777,99.8832643343176,83.59939347152007,81.60662550779058,15.809895790975911,21.672645652260133,6.765951553504937,8.005798842036656
gene-PA0533,gene-PA0533,host,33.14925332753265,11.423161560410808,6.3928048440600085,7.344445834977714,0.60180566658049,1.6612449369900344,0.4673997384379668,0.7988497391375723
gene-PA3999,dacC,host,124.45124292353894,98.42273281881228,113.62951455493472,118.4626398074578,16.745333384050582,16.672387099945823,8.336838573200886,8.12838739737457
gene-PA1033,gene-PA1033,host,12.071103759000092,6.592176808736647,5.809633496034217,3.5991751838990926,1.0870622606612277,1.2860416412524096,0.8442802128897645,0.4281398134630194
gene-PA3427,gene-PA3427,host,25.869928363038355,10.752483514250326,9.239638847128496,7.600889697576374,1.6397884665049534,1.3076636863904254,0.5943288340737158,0.7032384216750035
gene-PA2207,gene-PA2207,host,1.2454691320923172,0.4750604156197381,1.1806852499062894,0.4623586678227289,0.1966452441094697,0.0603140283208449,0.0509089787428598,0.1807138463137794
gene-PA2349,gene-PA2349,host,2.382840943286056,1.1685717932468276,1.911373480036974,0.6318486376984462,0.3762231651452874,0.5769662709182719,0.0973994423495469,0.3457430946456082
gene-PA3379,gene-PA3379,host,1.3667810605428676,0.1638473678361954,0.2192701178397394,1.1162659266005883,0.4747578036357199,0.14561529694604,0.1229088201077616,0.1454316191763272
gene-PA3929,cioB,host,25.45629725261091,28.980503186027065,18.775003840027686,41.76030564693273,6.231196172718823,8.099850892623477,10.677703746861791,5.726370005067886
gene-PA0815,gene-PA0815,host,30.86862131075118,12.226723392304772,7.964056166820725,9.37242145919362,3.2396994776399746,2.404026128826133,1.217493029369337,0.2881192455380068
gene-PA1323,gene-PA1323,host,10.8603684270163,5.26968561419115,8.711542519578837,4.52540240513752,3.293364944139678,0.8264651988829299,0.6975906006116201,0.2751409011444029
gene-PA5365,phoU,host,50.31779163628187,32.70878935692938,22.92861602595794,22.73875035667865,5.06017576714615,4.404413302688865,2.655437471463986,3.1420411550441076
gene-PA3707,gene-PA3707,host,140.5082715844127,77.8179737124349,59.16468702873434,73.01157950149197,9.081123104427432,9.422664273310614,4.051703546575631,2.6634279093339
gene-PA0572,gene-PA0572,host,18.700049964700145,23.49720206923621,17.890448251015105,26.71064895794265,5.862539544895631,4.600119608068083,1.3128896693329084,1.2890529881538098
gene-PA1054,gene-PA1054,host,13.951703031280193,7.994137636290606,8.233193825095999,9.501406976953616,1.3165125389898442,1.9971434195704203,0.8014076171908656,0.4250838547659244
gene-PA5248,gene-PA5248,host,30.332191674823576,24.693400625786236,9.36912853671694,13.04657810112044,1.3104513507295106,1.30226929603162,0.6920890974522225,0.6262276346236174
gene-PA2317,gene-PA2317,host,5.170409647042072,3.8937399885322193,6.274265034721412,4.717705879166459,0.5372547893337245,0.4943521628422144,0.178828075445473,0.6347939035641075
gene-PA2150,gene-PA2150,host,0.585763311661229,1.2873721758558212,1.096350589198697,0.7973328047147059,0.113037572294219,0.1040109263900286,0.2633760430880607,0.1038797279830909
gene-PA3182,pgl,host,91.51142481509191,77.02197395981823,74.1756863068742,101.02440164171853,4.588663290370347,4.4781273328593905,0.75596638308958,1.9167765707340203
gene-PA4754,gene-PA4754,host,316.99270743855243,165.208746701305,175.0452698077979,179.99788066434488,32.98868562027612,29.00528231079577,10.438212295916522,12.350994128577792
gene-PA0609,trpE,host,111.66573540881464,63.86059174386399,49.222360935748405,48.839464577636285,9.639605708709038,10.854689985328545,4.76427495387287,4.150553512801064
gene-PA2596,gene-PA2596,host,3.3151710830188708,1.5687513941763391,1.8194754459042208,1.7303818315085109,0.3030368959376935,0.2788378026626298,0.2353573150999691,0.4641434654563636
gene-PA3710,gene-PA3710,host,16.768786990101205,18.313907404916684,7.344370076029982,7.981901518165498,1.012476319581553,1.0412276609582434,0.4163040681069346,0.2736616489877126
gene-PA4141,gene-PA4141,host,209.5275365812216,813.0597934135526,85.18644078073878,757.8329375691394,27.583428391235323,217.4181998701324,74.59336292340055,10.078411208919478
gene-PA1417,gene-PA1417,host,4.622484260937115,0.8376466557917857,12.503324135243568,2.571174325315962,1.0579808732706115,0.1717933278576877,0.0483349292558613,0.1715766293653299
gene-PA4870,gene-PA4870,host,7.094975842368593,6.572304530058625,6.725926086544816,9.406735336521812,4.1074551550506095,1.717933278576877,0.2900095755351679,0.3431532587306598
gene-PPLUZ19_gp40,gp40,phage,0.1900821342476835,0.1139336001509968,29.732156707077248,43.35695138749967,3.1912527860281825,14.074538138592414,3221.484943137717,2543.0644859592426
gene-PA5090,gene-PA5090,host,6.749237449406373,2.9144531800951574,3.085305197921997,4.699324318053046,0.6302094738527254,0.3479303555347859,0.228414621439203,0.1930508219154786
gene-PA3126,ibpA,host,16.45604396893613,12.1574746934457,5.832585134537069,5.581329633002941,2.437090058663362,3.057921235866841,1.8927958296595293,1.8324384016217232
gene-PA4593,gene-PA4593,host,9.086690166322684,4.409058566647369,3.355163360914606,3.618047852549646,0.751501045956039,0.6914897267035569,0.3242569374702254,0.0767352764498209
gene-PA4491,gene-PA4491,host,42.12928875768236,22.452643541621015,27.237808366905934,32.523069963159514,8.054789176938229,8.5518136257293,3.5435237797169923,2.432898442831102
gene-PA1069,gene-PA1069,host,62.05722007437381,31.61932929889873,23.534992648132032,30.598818929169063,5.777771440324904,6.275733778184235,3.5426659913413645,2.43526672110948
gene-PA2212,gene-PA2212,host,3.5665706964461816,1.119785265389383,2.5884253555637877,1.4861528608587713,0.6882583543831441,0.4523552124063374,0.2290904043428693,0.2710707694706691
gene-PA0260,gene-PA0260,host,22.817809337096413,15.980260017831444,13.036938805450616,16.860753117272484,1.8076552356004392,1.9191974283683104,0.9719567782580314,0.6389255235780068
gene-PA1397,gene-PA1397,host,34.00758562962112,13.534879722203254,9.820391533580748,9.36393691982484,2.3625388332583213,1.3043265934977046,1.3455894523645944,0.1447423697963446
gene-PA0341,lgt,host,35.47487921184297,17.397276697214007,19.487939686655498,12.918583195489957,3.858518478986937,4.237568753822964,2.0300670287461755,2.402072811114619
gene-PA4537,gene-PA4537,host,27.19174952027389,17.505797721446143,15.34890824878176,14.687709560534056,2.9151794960088058,2.6823870490060004,1.3584659064542075,2.6790035111428705
gene-PA1293,gene-PA1293,host,31.296969708362955,21.09187726637126,17.03988966602043,16.176396054974624,4.036782454642703,3.541660188433347,1.3853282266383302,1.6391868941060614
gene-PA0091,vgrG1,host,21.838784336934953,23.02767897958703,15.515744208007648,28.443981142105052,2.5286013454511167,3.846143169335623,2.685290526267401,1.375277268297877
gene-PA0063,gene-PA0063,host,14.809218193222454,5.582140377610807,4.0413348846526445,4.7203798491886575,0.9722433744667668,1.2199153866490058,0.6178129521374188,0.5685757451840454
gene-PPLUZ19_gp27,gp27,phage,0.6833905302714338,0.4096184195904885,77.29271653850815,105.64659662469856,709.3672849323714,1140.5318133298586,20578.9310226928,20829.080077481532
gene-PA4719,gene-PA4719,host,7.308482059847279,4.221345379668646,9.69965729610514,8.759586785129617,2.077065390906274,2.0527712000032032,2.210651694993768,1.201830741804371
gene-PA4739,gene-PA4739,host,180.20116904305183,57.74551146435652,85.2865423562743,60.27836003643176,11.270337425439262,21.538401748279487,10.099898695811715,5.576986439718289
gene-PA2695,gene-PA2695,host,14.507192452392504,11.500482367415565,8.133253012262074,8.826994147847044,1.8964510090883375,1.7450094009022734,1.4729018931392088,0.5809360874706551
gene-PA0347,glpQ,host,139.1767526805917,57.97380694766633,69.66965384798596,97.23722719997312,13.760558214754068,16.80264012416415,3.2935722888251755,1.5111254180040254
gene-PA2901,gene-PA2901,host,257.843247071412,131.03693242699728,140.05878777013356,149.3005676828287,29.078915472687843,38.47884221799108,14.411059157635052,14.506804012838645
gene-PA5135,gene-PA5135,host,18.02243863553037,7.335027513597121,6.603600060522385,6.879313268585021,0.9016717976027236,1.0667167101861073,0.3001261886352319,0.35512372124452
