geneID,symbol,entity,0_R1,0_R2,2.5_R1,2.5_R2,5_R1,5_R2,10_R1,10_R2,20_R1,20_R2,30_R1,30_R2
gene-b2218,rcsC,host,14.90191078546134,13.76202560579164,11.426135390866918,12.421348291230473,8.970562672545858,9.563338822255128,5.730719585905984,7.988783413336071,4.090261995128228,4.018774605469864,4.336022654865144,4.149814385163738
gene-b0904,focA,host,18.563227415814065,17.067621947330494,14.95389340468387,15.035117514203671,11.574167003674871,14.115446952565046,5.917092301396734,10.04351474159978,3.704012562901441,4.4572532364259425,5.0293569847522255,5.719173105304919
gene-b0393,rdgC,host,27.783446148845844,26.552455236349992,29.401580168733243,24.573024173651433,28.133737810389626,27.491958037258208,16.458557605907696,25.78432390749342,15.066399743722538,15.951752429846662,10.79106494446398,10.796866428740753
gene-b2073,yegL,host,1.4420827315502862,1.219475607229036,1.16222302719414,1.0607796505185074,1.0160855214141955,0.718492918219439,0.8705923401589923,0.5840860259223547,0.6534218404283335,0.5160433136320112,0.6591609563122126,0.7088731188171729
gene-b4114,eptA,host,1.607262336960875,2.0338532821296496,1.540740446437855,1.193252530195893,0.7208405933840333,0.9202802932355344,0.627199061178436,0.7972561083757688,0.6901103210812439,0.6570269926430508,0.6365344014891066,1.6479404790699683
gene-b1092,fabD,host,422.5552889276603,399.0697622882612,422.98175192493784,409.3132287387175,458.54597073376226,514.9567139158522,282.2850459872307,439.50458861138503,162.83661398068867,150.036858646753,107.75643790259612,102.123462859274
gene-b0295,ykgL,host,3.9992982636111174,3.1036106499771123,3.8484060480169457,3.435510957776198,4.311220831667296,3.7965477925964506,2.865359792952992,3.511610317792294,2.0078833072271465,1.6645306883318256,3.5583439960239645,3.388187917969474
gene-b0183,rnhB,host,31.74031338789072,24.456961471613727,29.478053267013657,30.572029472080736,32.79143760923818,34.3067903569052,15.254393492398284,22.79899764114394,9.27975199742442,9.209502352398994,7.582633844851883,6.360556043330902
gene-b0887,cydD,host,10.264269148425049,9.357451070750988,7.773327371486451,8.359776021719759,5.796817880384727,7.2374021875134575,4.0313262535910726,4.957370073480734,2.9850719574484925,2.737044671963333,1.643592271188255,2.481489742738206
gene-b2803,fucK,host,2.2561125187044646,2.3487324790395356,1.4350352920683878,1.4508475993736898,0.7833472321829732,0.9919392817056852,0.6600859412482961,0.9738250020744804,0.9491565911052,0.8709302436048562,1.4003545143527836,1.4491835528009267
gene-b3541,dppD,host,179.88832197739146,150.75914413760074,125.90970390370768,140.33428253910353,95.75833705696576,123.56172782422044,26.628985052023168,36.36182076762216,15.851915774218698,15.714148221208928,37.96258724496192,35.4165153081189
gene-T7p07,gene-T7p07,phage,0.0460020235041365,0.0687739691235879,0.6644646255167524,0.163902794561637,27.399174920142777,36.770100083652,569.5573288915876,727.2736438271066,499.4063431432912,490.60119563158423,465.842027813447,515.794832293766
gene-b3156,yhbS,host,82.52358048953973,80.8862308128259,53.59703571365919,57.75147486775028,37.96733129837485,39.56191448223022,25.315609943533907,37.47885333001776,37.18879796943308,33.57616512403654,40.8030812049249,36.15998675029461
gene-b3803,hemX,host,78.28690439962371,83.51619389609817,67.92572437246575,69.34759664331048,44.059576545349984,52.05904090797119,25.404636363793973,34.32491802942844,22.94094937925544,21.660347410912305,30.349980593763433,27.753248713931693
gene-b4382,deoA,host,14.433404349617202,13.379730999949798,11.399830622534605,12.171303926584237,8.422718673146093,9.68903850340478,3.9801752127667656,6.647964654366908,3.3850738986083213,3.7732846372859594,3.7949120693736136,4.843947620963416
gene-b4772,ymiD,host,3.3536807710471774,3.5592623466806574,3.465085217433424,3.1703706801128777,2.492468466036733,2.158926671947668,1.7694740778000544,1.976906549275662,0.7714819582874779,1.4332631567985428,2.4609780518507502,3.289416635722738
